PUID,Name,Version,Extensions,Signatures?,MIMEType,Deprecated?
fmt/1,Broadcast WAVE,0 Generic,wav ,1,audio/x-wav,
fmt/10,Tagged Image File Format,6,,0,,yes
fmt/100,Hypertext Markup Language,4.01,htm html ,1,text/html,
fmt/1000,TZX Format,,tzx ,1,,
fmt/1001,OpenEXR,2,exr ,1,image/x-exr,
fmt/1002,Nearly Raw Raster Data,1,nrrd ,1,,
fmt/1003,Nearly Raw Raster Data,2,nrrd ,1,,
fmt/1004,Nearly Raw Raster Data,3,nrrd ,1,,
fmt/1005,Nearly Raw Raster Data,4,nrrd ,1,,
fmt/1006,Nearly Raw Raster Data,5,nrrd ,1,,
fmt/1007,Digital Speech Standard,,dss ,1,,
fmt/1008,DSS Pro,,ds2 ,1,,
fmt/1009,FBX (Filmbox) Binary,,,1,,
fmt/101,Extensible Markup Language,1,xml ,1,application/xml,
fmt/1010,FBX (Filmbox) Text,,fbx ,1,,
fmt/1011,INTERLIS Transfer File,2.2,xml xtf ,2,,
fmt/1012,INTERLIS Model File,2.2,ili ,1,,
fmt/1013,INTERLIS Transfer File,1,itf ,1,,
fmt/1014,INTERLIS Model File,1,ili ,1,,
fmt/1015,Statistical Analysis System Data (Windows),Generic,sas7bdat sd7 ,1,,
fmt/1016,Statistical Analysis System Data (Unix),Generic,sas7bdat sd7 ,1,,
fmt/1017,Statistical Analysis System Data (Windows),8.2,sas7bdat sd7 ,1,,
fmt/1018,Statistical Analysis System Data (Unix),8.2,sas7bdat sd7 ,1,,
fmt/1019,Statistical Analysis System Data (Windows),9.2,sas7bdat sd7 ,1,,
fmt/102,Extensible Hypertext Markup Language,1,htm html ,1,application/xhtml+xml,
fmt/1020,Statistical Analysis System Data (Unix),9.2,sas7bdat sd7 ,1,,
fmt/1021,Statistical Analysis System Data (Windows),9.3,sas7bdat sd7 ,1,,
fmt/1022,Statistical Analysis System Data (Unix),9.3,sas7bdat sd7 ,1,,
fmt/1023,Statistical Analysis System Catalog (Windows),Generic,sas7bcat sc7 ,1,,
fmt/1024,Statistical Analysis System Catalog (Unix),Generic,sas7bcat sc7 ,1,,
fmt/1025,Statistical Analysis System Catalog (Windows),9.2,sas7bcat sc7 ,1,,
fmt/1026,Statistical Analysis System Catalog (Unix),9.2,sas7bcat sc7 ,1,,
fmt/1027,Statistical Analysis System Catalog (Windows),9.3,sas7bcat sc7 ,1,,
fmt/1028,Statistical Analysis System Catalog (Unix),9.3,sas7bcat sc7 ,1,,
fmt/1029,Stata Data (DTA) Format,104,dta ,1,,
fmt/103,Extensible Hypertext Markup Language,1.1,htm html ,1,application/xhtml+xml,
fmt/1030,Stata Data (DTA) Format,105,dta ,1,,
fmt/1031,Stata Data (DTA) Format,110,dta ,1,,
fmt/1032,Stata Data (DTA) Format,111,dta ,1,,
fmt/1033,Stata Data (DTA) Format,113,dta ,1,,
fmt/1034,Stata Data (DTA) Format,114,dta ,1,,
fmt/1035,Stata Data (DTA) Format,115,dta ,1,,
fmt/1036,Stata Data (DTA) Format,117,dta ,1,,
fmt/1037,Stata Data (DTA) Format,118,dta ,1,,
fmt/1038,Redcode RAW (R3D) Media File,2,r3d ,1,,
fmt/1039,Redcode Metadata (RMD) File,,rmd ,1,,
fmt/104,Macromedia Flash,1,swf ,1,application/x-shockwave-flash,
fmt/1040,DirectDraw Surface,,dds ,1,,
fmt/1041,HDF,01-Apr,h4 hdf ,1,,
fmt/1042,WordPerfect Graphics Metafile,2,wpg ,1,,
fmt/1043,Microsoft PRX File,,prx ,1,,
fmt/1044,AutoShade Rendering Slide,,rnd ,1,,
fmt/1045,Q&A Word Processor Document,,,2,,
fmt/1046,Draco File Format,,drc ,1,,
fmt/1047,Geography Markup Language,3.2,gml ,1,application/gml+xml,
fmt/1048,OGR GFS File,,gfs ,1,,
fmt/1049,QuickDraw 3D Metafile (ASCII),,3dmf ,1,,
fmt/105,Macromedia Flash,2,swf ,1,application/x-shockwave-flash,
fmt/1050,QuickDraw 3D Metafile (Binary),1,3dmf ,1,,
fmt/1051,Windows Journal Format,,jnt jtp ,1,,
fmt/1052,BKNAS Seismic Data Format,1,bknas ,1,,
fmt/1053,Adobe Audio Waveform,,pek ,1,,
fmt/1054,AVCHD Clip Information File,,clpi cpi ,1,,
fmt/1055,M2TS,,m2ts mts ,1,,
fmt/1056,SNAP Main Data File,,mdf ,1,,
fmt/1057,SNAP Archive Data File,,adf ,1,,
fmt/1058,SNAP Processed Data File,,snpdf ,1,,
fmt/1059,FileMaker Pro Database,2,fm ,1,,
fmt/106,Macromedia Flash,3,swf ,1,application/x-shockwave-flash,
fmt/1060,Phase One Raw Image,,cap capture ,2,,
fmt/1061,Phase One IIQ Raw Image,,iiq ,1,,
fmt/1062,Hasselblad 3FR Raw Image,,3fr ,0,,
fmt/1063,Leaf Mosaic Raw Image,,mos ,1,,
fmt/1064,Portable Database,1,pdb ,1,,
fmt/1065,Portable Database,2,pdb ,1,,
fmt/1066,Portable Database,3,pdb ,1,,
fmt/1067,Silo,PDB Variant,silo ,2,,
fmt/1068,Silo,HDF5 Variant,silo ,1,,
fmt/1069,Cue Sheet,,cue ,1,,
fmt/107,Macromedia Flash,4,swf ,1,application/x-shockwave-flash,
fmt/1070,Preferred Executable Format,,,1,,
fmt/1071,Apple Disk Image,,dmg ,1,application/x-apple-diskimage,
fmt/1072,FileMaker Pro Database,1,,1,,
fmt/1073,Google Document Link File,,gdoc gdraw gform gmap gsheet gsite gslides ,1,,
fmt/1074,AVCHD Playlist File,,mpl mpls ,2,,
fmt/1075,AVCHD Movie Object File,,bdm bdmv ,1,,
fmt/1076,AVCHD Index File,,bdm bdmv ,1,,
fmt/1077,AVCHD Thumbnail Index File,,tid ,1,,
fmt/1078,Microsoft Program Database,2,pdb ,1,,
fmt/1079,Microsoft Program Database,7,pdb ,1,,
fmt/108,Macromedia Flash,5,swf ,1,application/x-shockwave-flash,
fmt/1080,ASP Application Directive File,,asax ,1,,
fmt/1081,ASP Control Directive File,,ascx ,1,,
fmt/1082,ASP WebService Directive File,,asmx ,1,,
fmt/1083,Hangul Word Processor Document,3,hwp ,1,,
fmt/1084,Hangul Word Processor Document,5,hwp ,container,,
fmt/1085,TRIM Context Reference File,,tr5 txt ,1,,
fmt/1086,Monkey's Audio File,,ape ,2,,
fmt/1087,FAT Disk Image,,dsk ima img ,1,,
fmt/1088,Visual Basic (VB) File,,vb ,0,,
fmt/1089,VBScript (VBS) File,,vbs ,0,,
fmt/109,Macromedia Flash,6,swf ,2,application/x-shockwave-flash,
fmt/1090,Exclude File,,exclude ,0,,
fmt/1091,Scribus Document,,scd sla ,2,application/vnd.scribus,
fmt/1092,Alias Pix Image File,,ico pix ,1,,
fmt/1093,Alias Scene Description Language,,sdl ,1,,
fmt/1094,The Neuroimaging Informatics Technology Initiative File Format,2,nii ,2,,
fmt/1095,PEA Archive Format,,pea ,1,,
fmt/1096,FreeArc Archive Format,,arc ,1,,
fmt/1097,ZPAQ Archive Format,,zpaq ,2,,
fmt/1098,XZ File Format,,xz ,1,,
fmt/1099,TCR eBook,,tcr ,1,,
fmt/11,Portable Network Graphics,1,png ,1,image/png,
fmt/110,Macromedia Flash,7,swf ,2,application/x-shockwave-flash,
fmt/1100,yEnc Encoded File,,yenc ,1,,
fmt/1101,High Efficiency Image File Format,,heic ,1,image/heif,
fmt/1102,Uuencoded File,,uue ,1,,
fmt/1103,AutoCAD Hatch Pattern,,pat ,1,,
fmt/1104,Seattle FilmWorks SFW Image Format,,sfw ,2,,
fmt/1105,Hierarchical File System,,img ,1,,
fmt/1106,Python Compiled File,2,pyc ,1,,
fmt/1107,Python Compiled File,2.1,pyc ,1,,
fmt/1108,Python Compiled File,2.2,pyc ,1,,
fmt/1109,Python Compiled File,2.3,pyc ,1,,
fmt/111,OLE2 Compound Document Format,,,1,,
fmt/1110,Python Compiled File,2.4,pyc ,1,,
fmt/1111,Python Compiled File,2.5,pyc ,1,,
fmt/1112,Python Compiled File,2.6,pyc ,1,,
fmt/1113,Python Compiled File,3,pyc ,1,,
fmt/1114,Python Compiled File,3.1,pyc ,1,,
fmt/1115,Python Compiled File,3.2,pyc ,1,,
fmt/1116,Python Compiled File,3.3,pyc ,1,,
fmt/1117,Python Compiled File,3.5,pyc ,1,,
fmt/1118,Python Compiled File,3.6,pyc ,1,,
fmt/1119,Jupyter Python Notebook,,ipynb ,0,,
fmt/112,Still Picture Interchange File Format,1,jpg spf ,1,image/jpeg,
fmt/1120,DIFFRACplus Raw Data File Format,1,raw ,1,,
fmt/1121,DIFFRACplus Raw Data File Format,2,raw ,1,,
fmt/1122,VAMAS Surface Chemical Analysis Standard Data Transfer Format,,vms ,1,,
fmt/1123,Origin Project Format,Non-Unicode,ogg ogm ogw opj ,1,,
fmt/1124,Origin Project Format,Unicode,oggu ogmu ogwu opju ,1,,
fmt/1125,JASCO JWS Format,OLE2,jws ,container,,
fmt/1126,Sony SR2 RAW Image File,,sr2 ,1,,
fmt/1127,Sony ARW RAW Image File,2.x,arw ,1,,
fmt/1128,Progressive Graphics File,,pgf ,1,,
fmt/1129,PDF 2.0 - Portable Document Format,2,pdf ,1,application/pdf,
fmt/113,Still Picture Interchange File Format,2,,0,image/jpeg,
fmt/1130,C3D File Format,,c3d ,1,,
fmt/1131,Gatan Digital Micrograph File Format (DM3),3,dm3 ,1,,
fmt/1132,Netscape Bookmark File Format,,htm html ,1,,
fmt/1133,Farbfeld Image Format,,ff ,1,,
fmt/1134,GPS Exchange Format,1.1,gpx ,1,,
fmt/1135,SQLite Database File Format,2,db sqlite ,1,,
fmt/1136,MiniCAD,6,mcd ,1,application/vnd.vectorworks,
fmt/1137,MiniCAD,7,mcd ,1,application/vnd.vectorworks,
fmt/1138,MiniCAD/VectorWorks,8,mcd vwx ,1,application/vnd.vectorworks,
fmt/1139,VectorWorks,9,vwx ,1,application/vnd.vectorworks,
fmt/114,Windows Bitmap,1,bmp ddb ,1,image/bmp,
fmt/1140,VectorWorks,10,vwx ,1,application/vnd.vectorworks,
fmt/1141,VectorWorks,11,vwx ,1,application/vnd.vectorworks,
fmt/1142,VectorWorks Plugin or Script,,vsm vso vst ,1,application/vnd.vectorworks,
fmt/1143,ZISRAW (CZI) File Format,,czi ,1,,
fmt/1144,CompuServe WinCIM Message Format,,msg plx ,1,,
fmt/1145,Maxwell Render Material File,,mxm ,1,,
fmt/1146,Maxwell Render Image Format,,mxi ,1,,
fmt/1147,Maxwell Render Scene File Format,,mxs ,1,,
fmt/1148,SIDOUN WinAVA Format,,swa ,1,,
fmt/1149,Markdown,,md ,0,text/markdown,
fmt/115,Windows Bitmap,2,bmp dib ,1,image/bmp,
fmt/1150,4X Movie File,,4xa 4xm ,1,,
fmt/1151,Lightwright Show File,1,lw lw1 ,1,,
fmt/1152,Lightwright Show File,2,lw2 ,1,,
fmt/1153,Lightwright Show File,3,lw3 ,1,,
fmt/1154,Lightwright Show File,4,lw4 ,1,,
fmt/1155,Lightwright Show File,5,lw5 ,1,,
fmt/1156,Lightwright Show File,6,lw6 ,1,,
fmt/1157,Folio Infobase File,2,nfo ,1,,
fmt/1158,Folio Infobase File,3,nfo ,1,,
fmt/1159,Folio Infobase File,4,nfo ,1,,
fmt/116,Windows Bitmap,3,bmp dib ,1,image/bmp,
fmt/1160,Folio Shadow File,3,sdw ,1,,
fmt/1161,Folio Shadow File,4,sdw ,1,,
fmt/1162,Folio Flat File,,fff ,1,,
fmt/1163,Folio Definition File,,def ,1,,
fmt/1164,Praat Picture File,,prapic ,1,,
fmt/1165,Praat Script File,,praat ,0,,
fmt/1166,Niton Data Transfer,,ndt ,1,,
fmt/1167,Softimage 3D Picture File Format,,pic ,1,,
fmt/1168,Maya Icons or Swatches file,,icons swatches ,1,,
fmt/1169,Maya IFF Image File,,ico iff ,1,,
fmt/117,Windows Bitmap,3.0 NT,bmp dib ,1,image/bmp,
fmt/1170,Alias Studio Wire File,8.5,,1,,
fmt/1171,Alias PowerAnimator File,9,,1,,
fmt/1172,Web Open Font Format,2,woff2 ,1,font/woff2,
fmt/1173,FrameMD5,,framemd5 md5 ,1,,
fmt/1174,Hewlett Packard Graphics Language,2,0,1,application/vnd.hp-HPGL,
fmt/1175,Alias Studio Wire File,9,,1,,
fmt/1176,Nullsoft Streaming Video,,nsv ,2,,
fmt/1177,MicroStation Material Library,,mat ,1,,
fmt/1178,Synthetic Music Mobile Application Format,,mmf ,1,application/vnd.yamaha.smaf-audio,
fmt/1179,Away3D Data Format,2.x,awd ,1,,
fmt/118,Windows Bitmap,4,bmp dib ,1,image/bmp,
fmt/1180,Cinema 4D,6+,c4d ,1,,
fmt/1181,Bodypaint 3D,,b3d ,1,,
fmt/1182,Blitz3D File Format,,b3d ,1,,
fmt/1183,MicroStation Material Palette,,pal ,1,,
fmt/1184,InDesign Markup Language Package,,idml ,0,application/vnd.adobe.indesign-idml-package,
fmt/1185,Apple Icon Image Format,,icns ,1,,
fmt/1186,Dr. Halo Image Palette,,pal ,1,,
fmt/1187,Apple iWork Template,13,template ,container,,
fmt/1188,Ogre Mesh 1.x,,mesh ,1,,
fmt/1189,Ogre Mesh XML,,xml ,1,,
fmt/119,Windows Bitmap,5,bmp dib ,1,image/bmp,
fmt/1190,Adobe SWC Package,,swc ,0,,
fmt/1191,Adobe InDesign Book,,indb ,1,,
fmt/1192,Adobe InDesign Library,,indl ,1,,
fmt/1193,ZModeler Z3D,1,z3d ,1,,
fmt/1194,ZModeler Z3D,2,z3d ,1,,
fmt/1195,ZModeler Z3D,3,z3d ,1,,
fmt/1196,SIARD (Software-Independent Archiving of Relational Databases),2.1,siard ,container,,
fmt/1197,MyISAM Indexes File,,myi ,1,,
fmt/1198,RData,Binary,rdata ,1,,
fmt/1199,RData,ASCII,rdata ,1,,
fmt/12,Portable Network Graphics,1.1,png ,3,image/png,
fmt/120,DROID File Collection File Format,1,xml ,1,text/xml,
fmt/1200,PowerDraw,6,,1,,
fmt/1201,PowerCADD,,,1,,
fmt/1202,Guymager Acquisition Info File,,info ,1,,
fmt/1203,QuickDraw 3D Metafile (Binary),0,3dmf ,1,,
fmt/1204,Strata StudioPro Vis Format,,,1,,
fmt/1205,LightWave 3D Object,,lw ,1,,
fmt/1206,Impulse 3D Data Description Object,,iob ,1,,
fmt/1207,Sony SFK File,,sfk ,1,,
fmt/1208,Virtools File Format,,cmo nmo nms vmo ,1,,
fmt/1209,COLLADA Digital Asset Exchange (DAE),,dae ,1,model/vnd.collada+xml,
fmt/121,DROID Signature File Format,1,xml ,1,text/xml,
fmt/1210,Wavefront OBJ File,,obj ,1,,
fmt/1211,Wavefront Material Template Library,,mtl ,1,,
fmt/1212,HP System Software Manager CVA File,,cva ,1,,
fmt/1213,Zoner Callisto Metafile,2,f ,container,,
fmt/1214,Cakewalk WRK Project,,wrk ,1,,
fmt/1215,ERDAS Hierarchical File Architecture Format,,aoi aux cff fft gcc img ovr rrd sig sml ,1,,
fmt/1216,Lotus Freelance Show,,prz ,1,application/vnd.lotus-freelance,
fmt/1217,Leonardo Image Format,,leo ,1,,
fmt/1218,SubRip Subtitle File,,srt ,0,,
fmt/1219,Gnumeric,,gnumeric ,2,application/x-gnumeric,
fmt/122,Encapsulated PostScript File Format,1.2,eps epsf ,2,application/postscript,
fmt/1220,WordPerfect for Macintosh Document,2.x,,1,application/vnd.wordperfect,
fmt/1221,WordPerfect for Macintosh Document,3.x,,1,application/vnd.wordperfect,
fmt/1222,WordPerfect for Macintosh Document,3.5-4.x,,1,application/vnd.wordperfect,
fmt/1223,PaperPort MAX,2,max ,1,,
fmt/1224,PaperPort MAX,03-Apr,max ,1,,
fmt/1225,PaperPort MAX,05-Jul,max ,1,,
fmt/1226,Sparky,2,ucsf ,1,,
fmt/1227,NMRView,,nv ,2,,
fmt/1228,NMRPipe,,dat ft2 ft3 pipe ,2,,
fmt/1229,Sibelius Sound Set Definition,,set ,0,,
fmt/123,Encapsulated PostScript File Format,2,eps epsf ,2,application/postscript,
fmt/1230,SK-XML,1,ddoc ,1,,
fmt/1231,DIGIDOC-XML,1.1,ddoc ,1,,
fmt/1232,DIGIDOC-XML,1.2,ddoc ,1,,
fmt/1233,DIGIDOC-XML,1.3,ddoc ,1,,
fmt/1234,Smacker Video,,smk ,1,video/vnd.radgamettools.smacker,
fmt/1235,EclipseCrossword Puzzle File,,ecw ,1,,
fmt/1236,EclipseCrossword Word List File,,ewl ,1,,
fmt/1237,FileMaker Pro Database,12,fmp12 ,1,,
fmt/1238,Band Interleaved By Line File,,bil ,0,,
fmt/1239,Band Interleaved By Pixel File,,bip ,0,,
fmt/124,Encapsulated PostScript File Format,3,eps epsf ps ,3,application/postscript,
fmt/1240,Band Sequential File,,bsq ,0,,
fmt/1241,FO File,,fo ,1,,
fmt/1242,ZFO (Form) File,,zfo ,container,application/vnd.software602.filler.form-xml-zip,
fmt/1243,ZFO (Message) File,,zfo ,1,application/vnd.software602.filler.form-xml-zip,
fmt/1244,ZFO (Sent Message) File,,zfo ,1,application/vnd.software602.filler.form-xml-zip,
fmt/1245,ZFO (Proof of Delivery) File,,zfo ,1,application/vnd.software602.filler.form-xml-zip,
fmt/1246,SOSI,,sos ,1,text/vnd.sosi,
fmt/1247,SOSI,4,sos ,1,text/vnd.sosi,
fmt/1248,SOSI,4.1,sos ,1,text/vnd.sosi,
fmt/1249,SOSI,4.5,sos ,1,text/vnd.sosi,
fmt/125,Microsoft Powerpoint Presentation,95,ppt ,1 & container,application/vnd.ms-powerpoint,
fmt/1250,SOSI,8.1,sos ,1,text/vnd.sosi,
fmt/1251,Electronically Certified Document (EDOC),,edoc ,container,application/vnd.etsi.asic-e+zip,
fmt/1252,Raw Flux Image,,rfi ,1,,
fmt/1253,ESRI Code Page File,,cpg ,0,,
fmt/1254,Cardfile,,crd ,3,,
fmt/1255,Windows Address Book,,wab ,1,,
fmt/1256,MapInfo Workspace File,,wor ,1,,
fmt/1257,AutoCAD Temporary File,,ac$ ,0,,
fmt/1258,Microsoft Access Workgroup Information File,,mdw ,1,,
fmt/1259,SketchUp Document,1,skb skp ,1,,
fmt/126,Microsoft Powerpoint Presentation,97-2003,ppt ,1 & container,application/vnd.ms-powerpoint,
fmt/1260,SketchUp Document,2,skb skp ,1,,
fmt/1261,SketchUp Document,3,skb skp ,1,,
fmt/1262,SketchUp Document,4,skb skp ,1,,
fmt/1263,SketchUp Document,5,skb skp ,1,,
fmt/1264,SketchUp Document,6,skb skp ,1,,
fmt/1265,SketchUp Document,7,skb skp ,1,,
fmt/1266,SketchUp Document,8,skb skp ,1,,
fmt/1267,SketchUp Document,13,skb skp ,1,,
fmt/1268,SketchUp Document,14,skb skp ,1,,
fmt/1269,SketchUp Document,15,skb skp ,1,,
fmt/127,OpenOffice Draw,1,sxd ,1,application/vnd.sun.xml.draw,
fmt/1270,SketchUp Document,16,skb skp ,1,,
fmt/1271,SketchUp Document,17,skb skp ,1,,
fmt/1272,SketchUp Document,18,skb skp ,1,,
fmt/1273,SketchUp Document,19,skb skp ,1,,
fmt/1274,Sonic Scenarist Closed Caption Format,,scc ,1,,
fmt/1275,3M Printscape,2,psc ,2,,
fmt/1276,SureThing Project File,,std ,1,,
fmt/1277,Cindex Document,2,cdx tpl ,1,,
fmt/1278,Cindex Document,3,ucdx utpl ,1,,
fmt/1279,Cindex Document,4,ucdx utpl ,1,,
fmt/128,OpenOffice Writer,1,sxw ,1,application/vnd.sun.xml.writer,
fmt/1280,NCH Dictation Audio File,,dct ,1,,
fmt/1281,WARC,1.1,warc ,1,application/warc,
fmt/1282,PFS:First Choice Document,01-Feb,doc ,1,,
fmt/1283,PFS:First Choice Document,3,doc ,1,,
fmt/1284,PFS:First Choice Database,,fol ,1,,
fmt/1285,PFS:First Choice Graph,,gra ,1,,
fmt/1286,Envoy Document File,1,evy ,1,,
fmt/1287,Envoy Document File,7,evy ,1,,
fmt/1288,IESNA LM-63 Photometric Data File,,ies ,1,,
fmt/1289,RFFlow Chart,3,flo ,1,,
fmt/129,OpenOffice Calc,1,sxc ,1,application/vnd.sun.xml.calc,
fmt/1290,RFFlow Chart,4,flo ,1,,
fmt/1291,RFFlow Chart,5,flo ,1,,
fmt/1292,EIOffice Document,,eio ,1,,
fmt/1293,602Text Document,,wpd wpt ,container,,
fmt/1294,602Tab Spreadsheet,,wls ,container,,
fmt/1295,Calendar Creator Event,03-Apr,ce3 ,container,,
fmt/1296,Calendar Creator File,4,cc3 ,container,,
fmt/1297,Calendar Creator File,05-Jun,cc5 ,container,,
fmt/1298,Calendar Creator File,07-Aug,bcc ,container,,
fmt/1299,Broderbund Print Shop Deluxe,05-Jun,pcb pcc pce pcp pda pdb pdc pdg pdl pdp pds pho ppi pso ,1,,
fmt/13,Portable Network Graphics,1.2,png ,1,image/png,
fmt/130,OpenOffice Impress,1,sxi ,1,application/vnd.sun.xml.impress,
fmt/1300,Broderbund The Print Shop/PrintMaster/American Greetings Project,Oct-23,ban biz bro cal car cer cft env fax hcr lbl let not nws pcr php sig sti tsh web ,container,,
fmt/1301,The Print Shop Project,02-May,psproj ,1,,
fmt/1302,PrintMaster Gold Project,1,ban cal car let sig ,1,,
fmt/1303,Microsoft Shell Scrap Object File,,shs ,container,,
fmt/1304,LocoScript Document,1,,1,,
fmt/1305,LocoScript Document,2,,1,,
fmt/1306,LocoScript Document,3,,1,,
fmt/1307,LocoScript Document,4,,1,,
fmt/1308,LocoScript PC,,,1,,
fmt/1309,LocoScript Professional,,,1,,
fmt/131,Advanced Systems Format,,asf ,1,application/vnd.ms-asf,
fmt/1310,LocoFile,,,1,,
fmt/1311,Tweet JSON,,json ,3,application/json,
fmt/1312,CorelCHART Document,03-Apr,cch ,1,,
fmt/1313,CorelCHART Document,5,cch ,1,,
fmt/1314,GL Transmission Format (Text),1,gltf ,1,application/json,
fmt/1315,GL Transmission Format (Text),2,gltf ,1,application/json,
fmt/1316,GL Transmission Format (Binary),,glb ,1,model/gltf-binary,
fmt/1317,QuarkXPress Document,3.1,qwd qxd qxt ,2,application/vnd.Quark.QuarkXPress,
fmt/1318,QuarkXPress Document,3.3,qwd qxd qxt ,2,application/vnd.Quark.QuarkXPress,
fmt/1319,QuarkXPress Document,4,qwd qxd qxt ,2,application/vnd.Quark.QuarkXPress,
fmt/132,Windows Media Audio,,asf wma ,1,audio/x-ms-wma,
fmt/1320,QuarkXPress Document,5,qwd qxd qxt ,2,application/vnd.Quark.QuarkXPress,
fmt/1321,QuarkXPress Project,7,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1322,QuarkXPress Project,8,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1323,QuarkXPress Project,9.1,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1324,QuarkXPress Project,2015,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1325,QuarkXPress Project,2016,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1326,QuarkXPress Project,2017,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1327,QuarkXPress Project,2018,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1328,QuarkXPress Project,2019,qpt qwd qxp ,2,application/vnd.Quark.QuarkXPress,
fmt/1329,Avery Label Pro Document,3,lpd ,1,,
fmt/133,Windows Media Video,,asf wmv ,1,video/x-ms-wmv,
fmt/1330,Avery DesignPro Document,4,zdp ,container,,
fmt/1331,Avery DesignPro Document,5,zdl ,container,,
fmt/1332,HP Photo Album,,albm ,container,,
fmt/1333,Sony PictureGear Studio PhotoAlbum,,amd amu ,1,,
fmt/1334,Sony PictureGear Studio PrintStudio,,lmd lmu ,1,,
fmt/1335,Sony PictureGear Studio Binder,,bxt bxu ,1,,
fmt/1336,LEADTools Lead 1Bit Compressed Image,,cmp ,1,,
fmt/1337,LEADToolsCompressed Image,,cmp ,1,,
fmt/1338,RootsMagic Database,04-Jul,rmgc ,1,,
fmt/1339,PaperPort MAX,08-Dec,max ,1,,
fmt/134,MPEG 1/2 Audio Layer 3,,mp3 ,9,audio/mpeg,
fmt/1340,BDOC,1,bdoc ,container,application/vnd.bdoc-1.0,
fmt/1341,ASICS,,asics ,container,application/vnd.etsi.asic-s+zip,
fmt/1342,BDOC,2.x,asice bdoc ,container,application/vnd.etsi.asic-e+zip,
fmt/1343,PTGui Project File,10,pts ,1,,
fmt/1344,PTGui Project File,11,pts ,1,,
fmt/1345,Legacy Family Tree Database,03-Sep,fdb ,1,,
fmt/1346,Autodesk Revit File,4,rfa rft rte rvt ,container,,
fmt/1347,Autodesk Revit Project File,2008,rft rte rvt ,container,,
fmt/1348,Autodesk Revit Family File,2008,rfa rft ,container,,
fmt/1349,Autodesk Revit Family File,2010,rfa rft ,container,,
fmt/135,OpenDocument Format,1,,1,,
fmt/1350,Autodesk Revit Project File,2019,rte rvt ,container,,
fmt/1351,Autodesk Revit Family File,2019,rfa rft ,container,,
fmt/1352,FamilyTree Maker Database,01-Apr,fbk ftw ,container,,
fmt/1353,FamilyTree Maker Database,May-16,fbk ftw ,container,,
fmt/1354,QuickBooks Backup File,,qbb ,1,,
fmt/1355,WARC,1,warc ,1,application/warc,
fmt/1356,Virtual Format (Raster),,vrt ,1,,
fmt/1357,Virtual Format (Vector),,vrt ,1,,
fmt/1358,MicroStation Base File,,bse ,1,,
fmt/1359,Softdisk Text Compressor,,ctx ,1,,
fmt/136,OpenDocument Text,1,odt ott ,1 & container,application/vnd.oasis.opendocument.text,
fmt/1360,Picture Publisher Bitmap,06-Oct,ppf ,0,,
fmt/1361,Amiga Disk File,,adf ,1,,
fmt/1362,Microsoft MapPoint Document,,ptm ,container,,
fmt/1363,DeluxePaint Animation File,,anm ,1,,
fmt/1364,V-Ray Material,XML,vismat ,1,,
fmt/1365,Debug File,,dbg ,0,,
fmt/1366,ESRI Published Map Format,,pmf ,container,,
fmt/1367,GeoJSON,,geojson ,0,application/geo+json,
fmt/1368,Nero CoverDesigner File,,ncd ,1,,
fmt/1369,Error File,,err ,0,,
fmt/137,OpenDocument Spreadsheet,1,ods ots ,1 & container,application/vnd.oasis.opendocument.spreadsheet,
fmt/1370,Advanced Disk Catalog,,adc ,1,,
fmt/1371,OmniPage Pro Document,10,opd ,container,,
fmt/1372,OmniPage Document,12,opd ,container,,
fmt/1373,OmniPage Document,18,opd ,container,,
fmt/1374,XDOMEA,1,xml ,1,,
fmt/1375,XDOMEA,2.0.0,xml ,1,,
fmt/1376,XDOMEA,2.0.1,xml ,1,,
fmt/1377,XDOMEA,2.1.0,xml ,1,,
fmt/1378,XDOMEA,2.2.0,xml ,1,,
fmt/1379,XDOMEA,2.3.0,xml ,1,,
fmt/138,OpenDocument Presentation,1,odp otp ,1 & container,application/vnd.oasis.opendocument.presentation,
fmt/1380,XDOMEA,2.4.0,,1,,
fmt/1381,VariCAD Drawing,7+,dwb ,1,,
fmt/1382,Embedded OpenType (EOT) File Format,0x00010000,eot ,1,application/vnd.ms-fontobject,
fmt/1383,Embedded OpenType (EOT) File Format,0x00020001,eot ,1,application/vnd.ms-fontobject,
fmt/1384,Embedded OpenType (EOT) File Format,0x00020002,eot ,1,application/vnd.ms-fontobject,
fmt/1385,Bruker PDZ,,pdz xpdz ,1,,
fmt/1386,Muvee autoProducer Project File,01-May,mve ,container,,
fmt/1387,Muvee autoProducer Project File,6,mvex ,container,,
fmt/1388,Muvee Reveal Project File,,rvl ,1,,
fmt/1389,Drawing Interchange Format (ASCII),2018/2019/2020,dxf ,1,image/vnd.dxf,
fmt/139,OpenDocument Graphics,1,odg otg ,1,application/vnd.oasis.opendocument.graphics,
fmt/1390,Drawing Interchange Format (Binary),2007-2009,dxf ,1,image/vnd.dxf,
